00:04:00.00;10:27:12.52;10:27:12.55;10:27:12.68
00:05:00.00;10:28:12.50;10:28:12.55;10:28:12.65
00:06:00.00;10:29:12.49;10:29:12.55;10:29:12.64
00:07:00.00;10:30:12.49;10:30:12.54;10:30:12.69
00:08:00.00;10:31:12.48;10:31:12.54;10:31:12.62
